"acceleration","Attribute1","Attribute2","Attribute3","Attribute4","Attribute5","Attribute6","Attribute7","Attribute8","Attribute9","Attribute10","Attribute11","Attribute12","Attribute13","Attribute14"
10.7,"nominal1","nominal7",1793,85,"nominal9",14.4,9999,9999,9999,185,0.941,37,34.2,3.264
10.7,"nominal2","nominal7",2398,125,"nominal9",12.8,0.682,4.4,7.1,215,0.844,24.4,43.2,2.7
10.7,"nominal1","nominal8",1896,85,"nominal9",15.5,0.653,9999,9999,196,1.29,17.7,47.6,2.439
10.7,"nominal1","nominal8",2496,110,"nominal9",14.7,0.679,9999,7.4,210,0.918,17.4,57.2,2.23
10.7,"nominal1","nominal7",1796,85,"nominal9",13.8,0.645,9999,9999,198,0.11,37.4,35.5,3.69
10.7,"nominal1","nominal7",2946,140,"nominal9",11.8,0.741,9999,9999,225,1.21,42.5,40.1,2.9
10.7,"nominal1","nominal8",2461,103,"nominal9",15.5,0.669,9999,9999,200,1.32,14.9,37.9,2.975
10.7,"nominal1","nominal7",1581,76,"nominal9",15.8,9999,9999,9999,187,0.864,33.6,37.6,2.924
10.7,"nominal1","nominal7",2446,129,"nominal9",12,9999,9999,9999,210,0.729,44.9,47.2,2.426
10.7,"nominal1","nominal7",1747,96,"nominal9",14,9999,9999,9999,201,0.996,30.2,32,3.625
10.7,"nominal1","nominal7",1793,85,"nominal9",15,9999,9999,9999,185,0.941,37,34.2,3.264
10.7,"nominal1","nominal7",2295,107,"nominal11",15.4,0.884,9999,9999,192,1.38,18.9,33.6,3.49
10.7,"nominal1","nominal7",2351,110,"nominal11",13.7,1004,9999,9999,190,0.98,28.5,38,3.113
10.7,"nominal3","nominal7",3497,149,"nominal10",13.8,1088,9999,9999,190,0.939,31.3,40.5,3.522
10.7,"nominal3","nominal7",1994,92,"nominal10",14.8,0.855,9999,9999,179,0.913,30.9,35,3.576
10.8,"nominal1","nominal7",1598,75,"nominal9",13.9,0.713,5,7.4,180,0.918,31.8,37.3,2.826
10.8,"nominal1","nominal7",1598,75,"nominal9",13.9,0.713,5,7.4,173,0.882,31.8,37.3,2.826
10.8,"nominal2","nominal7",1998,100,"nominal9",14.4,0.586,4.8,7.4,209,0.931,30.7,40.8,2.9
10.8,"nominal2","nominal7",2398,125,"nominal9",12.2,0.608,4.9,7.5,222,0.968,24.6,38.9,3.46
10.8,"nominal1","nominal7",1998,97,"nominal9",14.6,0.636,9999,9999,205,1.58,31.9,35.2,3.294
10.8,"nominal1","nominal7",1948,103,"nominal9",12.6,9999,9999,9999,200,0.967,42.3,34.5,3.162
10.8,"nominal1","nominal8",1910,77,"nominal9",15.5,9999,9999,9999,185,1.26,13.3,45.1,2.416
10.8,"nominal1","nominal7",1499,66,"nominal9",13.4,9999,9999,9999,170,0.84,28.1,34.1,3.16
10.8,"nominal1","nominal7",1997,98,"nominal9",12.7,9999,9999,9999,201,0.981,49.9,38.6,2.916
10.8,"nominal1","nominal7",1975,102,"nominal9",11.8,0.693,9999,9999,187,0.788,52,39.5,2.726
10.8,"nominal1","nominal8",2496,110,"nominal9",14,0.713,9999,9999,208,1.31,15.3,50.5,2.294
10.8,"nominal1","nominal7",1948,103,"nominal9",12.8,9999,9999,9999,200,0.967,42.3,34.5,3.162
10.8,"nominal1","nominal8",1910,77,"nominal9",16.2,9999,9999,9999,185,1.26,13.3,45.1,2.416
10.8,"nominal1","nominal8",2387,100,"nominal9",15.8,9999,9999,9999,200,1.89,17.1,45.9,2.497
10.8,"nominal1","nominal7",1998,94,"nominal9",13.9,0.589,9999,9999,195,0.98,42.8,39.8,2.835
10.8,"nominal1","nominal7",1975,102,"nominal9",12.2,0.744,9999,9999,188,0.729,56.6,43,2.57
10.8,"nominal1","nominal7",1998,94,"nominal11",14.2,9999,9999,9999,180,0.966,35.2,34.5,3.234
10.8,"nominal1","nominal7",1998,94,"nominal11",14.2,9999,9999,9999,180,0.966,35.2,34.5,3.234
10.9,"nominal3","nominal8",1896,85,"nominal9",16.8,0.65,9999,9999,196,0.985,16.2,49.8,2.333
10.9,"nominal3","nominal7",2393,121,"nominal9",13.3,0.613,9999,7.9,214,0.753,30.7,47.4,2.443
10.9,"nominal2","nominal7",1991,110,"nominal9",12.7,0.594,9999,9999,218,0.817,32,45.2,2.6
10.9,"nominal2","nominal7",1991,110,"nominal9",12.7,0.597,9999,8.9,216,0.87,32.1,45.4,2.6
10.9,"nominal1","nominal7",1781,92,"nominal9",14,0.581,9999,7.3,206,1.54,26.2,33.7,3.445
10.9,"nominal1","nominal7",1998,84,"nominal9",13.5,0.617,9999,9999,191,0.96,43.3,39.1,2.712
10.9,"nominal1","nominal7",1998,84,"nominal9",13.3,0.637,9999,9999,191,0.96,43.3,39.1,2.712
10.9,"nominal1","nominal8",2172,85,"nominal9",16.1,9999,9999,9999,200,1.576,14.5,29.5,3.8
10.9,"nominal1","nominal7",1242,59,"nominal9",15.8,9999,9999,9999,172,1.13,29.4,34,3.118
10.9,"nominal1","nominal7",1242,63,"nominal9",14.4,9999,9999,9999,177,0.946,32.2,31.2,3.349
10.9,"nominal1","nominal7",1997,108,"nominal9",12.5,9999,9999,9999,200,0.862,53.7,38.6,2.916
10.9,"nominal1","nominal7",1998,98,"nominal9",12.6,9999,9999,9999,195,0.967,32.9,34.2,3.264
10.9,"nominal1","nominal7",1597,70,"nominal9",15,9999,9999,9999,180,0.92,34.9,35.6,2.979
10.9,"nominal1","nominal7",1597,70,"nominal9",15,9999,9999,9999,180,0.92,34.9,35.6,2.979
10.9,"nominal2","nominal8",2151,105,"nominal9",15.4,0.685,4.5,7.6,205,0.896,16,54.5,2.173
10.9,"nominal2","nominal7",1895,87,"nominal9",15.7,0.639,9999,7.5,202,1.69,31.7,34.3,3.4
10.9,"nominal2","nominal8",1951,100,"nominal9",16,0.673,9999,9999,204,1.13,15.9,46.2,2.6
10.9,"nominal1","nominal7",2324,110,"nominal9",13.1,0.645,9999,7.9,211,0.74,30.8,47.5,2.443
10.9,"nominal1","nominal8",1896,81,"nominal9",14.7,0.706,9999,7.4,190,1.54,16.9,45.1,2.4
10.9,"nominal1","nominal8",1910,77,"nominal9",17.1,0.639,9999,9999,188,1.6,17.8,44.3,2.558
10.9,"nominal1","nominal7",1998,98,"nominal9",13.2,9999,9999,9999,195,0.967,32.9,34.2,3.264
10.9,"nominal3","nominal7",3199,165,"nominal10",13.2,1.44,9999,9999,173,0.95,21.6,34.1,4.31
10.9,"nominal3","nominal7",3199,165,"nominal10",13.1,1.53,9999,9999,173,0.95,21.6,34.1,4.31
10.9,"nominal5","nominal7",4009,152,"nominal10",12.9,1316,9999,9999,196,9999,9999,9999,2.798
10.9,"nominal3","nominal7",3947,140,"nominal10",15,9999,9999,9999,182,0.736,46,52.1,2.584
10.9,"nominal3","nominal7",2972,130,"nominal10",13.3,9999,9999,9999,175,0.994,33.5,35.2,4.46
10.9,"nominal5","nominal7",2494,106,"nominal10",13.3,9999,9999,9999,165,0.729,27.7,36.5,3.449
10.9,"nominal3","nominal7",3378,131,"nominal10",13.1,9999,9999,9999,175,0.864,42.5,44,3.238
10.9,"nominal3","nominal7",3378,131,"nominal10",13.7,9999,9999,9999,180,0.99,31.2,39.5,3.63
10.9,"nominal1","nominal7",2362,115,"nominal11",13.5,9999,9999,9999,185,0.843,33.5,39.2,3.21
10.9,"nominal1","nominal7",2362,115,"nominal11",13.6,9999,9999,9999,185,0.843,33.5,39.2,3.21
10.9,"nominal1","nominal7",2362,115,"nominal11",13.7,9999,9999,9999,185,0.822,34.4,40.2,3.21
11,"nominal2","nominal7",1998,100,"nominal9",13,0.597,4.7,7.1,208,1.38,27.9,36.4,3.175
11,"nominal2","nominal7",1998,95,"nominal9",14.5,9999,9999,9999,210,0.992,30.1,39.9,2.96
11,"nominal1","nominal7",1595,74,"nominal9",14.7,0.639,9999,7.3,188,1.45,30,32.1,3.613
11,"nominal1","nominal7",1595,74,"nominal9",14.7,0.639,9999,7.3,188,1.45,30,32.1,3.613
11,"nominal1","nominal7",1796,85,"nominal9",13.7,0.609,9999,9999,195,0.942,34.1,38.3,3.28
11,"nominal1","nominal7",1796,85,"nominal9",13.9,0.629,9999,9999,195,0.942,34.1,38.3,3.28
11,"nominal1","nominal7",1799,85,"nominal9",14.8,0.557,9999,9999,203,1.11,27.5,33.9,3.329
11,"nominal1","nominal7",1998,100,"nominal9",13.6,0.557,9999,9999,212,0.944,37.2,40.1,2.8
11,"nominal1","nominal7",1799,85,"nominal9",15,0.557,9999,9999,203,1.11,27.5,33.9,3.329
11,"nominal1","nominal7",1998,100,"nominal9",13.9,0.557,9999,9999,212,0.944,37.2,40.1,2.8
11,"nominal1","nominal7",1796,85,"nominal9",13.9,0.589,9999,9999,195,0.942,34.1,38.3,3.28
11,"nominal1","nominal7",1984,85,"nominal9",14.6,0.633,9999,7.3,195,1.7,18.7,35,3.313
11,"nominal1","nominal7",1998,97,"nominal9",13.6,0.7,9999,9999,201,1.72,33.2,34.1,3.328
11,"nominal1","nominal7",1985,96,"nominal9",13.5,9999,9999,9999,200,0.854,32.2,38.4,2.937
11,"nominal1","nominal7",1985,96,"nominal9",13.5,9999,9999,9999,200,0.854,32.2,38.4,2.937
11,"nominal1","nominal7",1985,113,"nominal9",11.6,9999,9999,9999,205,0.946,38.7,39.4,2.9
11,"nominal1","nominal7",1985,147,"nominal9",9,9999,9999,9999,235,1.13,18.9,42.2,2.673
11,"nominal1","nominal7",1985,96,"nominal9",13.5,9999,9999,9999,200,0.854,32.2,38.4,2.937
11,"nominal1","nominal7",1731,85,"nominal9",14.9,9999,9999,9999,195,0.957,34.4,37,2.941
11,"nominal1","nominal8",2461,103,"nominal9",15.3,9999,9999,9999,205,1.61,17.7,48.3,2.451
11,"nominal1","nominal7",1581,76,"nominal9",13.8,9999,9999,9999,184,0.984,32.3,32.5,3.256
11,"nominal1","nominal7",1590,85,"nominal9",12.9,9999,9999,9999,192,0.9,38.6,33.9,3.129
11,"nominal1","nominal7",2497,123,"nominal9",11.8,0.61,9999,9999,210,0.865,49.6,40.5,2.926
11,"nominal3","nominal7",1994,92,"nominal9",13.9,0.704,9999,9999,175,0.791,35.5,39.5,2.852
11,"nominal1","nominal7",1762,81,"nominal9",14.9,0.532,9999,9999,195,0.992,22.6,35.1,3.212
11,"nominal1","nominal7",1762,81,"nominal9",15.1,0.532,9999,9999,195,0.992,22.6,35.1,3.212
11,"nominal1","nominal7",1598,78,"nominal9",15.1,9999,9999,9999,185,0.774,31.3,41.2,2.643
11,"nominal1","nominal7",1998,98,"nominal9",12.5,9999,9999,9999,190,1.238,18.5,28.4,3.832
11,"nominal1","nominal7",1975,102,"nominal9",11.8,0.677,9999,9999,195,0.9,47.5,36.1,2.976
11,"nominal2","nominal8",2151,92,"nominal9",15.1,0.683,4.5,7.5,195,0.982,16.6,47.3,2.456
11,"nominal2","nominal7",1998,100,"nominal9",15.4,0.71,5,8.1,198,0.882,30.7,40.8,2.9
11,"nominal1","nominal7",1781,110,"nominal9",13.7,0.679,9999,7.9,211,0.81,16.2,45.7,2.531
11,"nominal2","nominal7",2198,106,"nominal9",15.7,0.726,9999,9999,202,1.68,30.1,35,3.315
11,"nominal2","nominal7",2498,125,"nominal9",13.9,0.726,9999,9999,212,0.911,37.4,38.8,3.51
11,"nominal1","nominal7",1998,100,"nominal9",12.5,0.645,9999,9999,195,0.843,38.3,41.3,2.8
11,"nominal1","nominal7",1731,85,"nominal9",15.3,9999,9999,9999,195,0.957,34.4,37,2.941
11,"nominal1","nominal7",1598,88,"nominal9",14.5,0.639,9999,9999,200,0.988,38.6,32.1,3.531
11,"nominal1","nominal7",1598,78,"nominal9",15.9,9999,9999,9999,175,0.697,32.9,43.3,2.517
11,"nominal1","nominal7",1998,98,"nominal9",13.1,9999,9999,9999,180,1.172,18.5,28.4,3.832
11,"nominal1","nominal7",2792,128,"nominal11",13.4,0.884,9999,9999,195,0.996,38.8,33.7,3.396
11,"nominal1","nominal7",1997,100,"nominal11",13.8,0.916,9999,9999,185,0.921,34.5,33.5,3.536
11.1,"nominal1","nominal7",2771,128,"nominal9",11.3,0.702,9999,7.8,217,1.22,31.7,38.6,3
11.1,"nominal1","nominal7",1984,85,"nominal9",14.8,0.656,9999,9999,196,1.75,21.4,35,3.313
11.1,"nominal1","nominal7",1998,97,"nominal9",13.1,0.695,9999,9999,196,1.66,34.9,33.4,3.3
11.1,"nominal1","nominal7",1997,108,"nominal9",12.4,9999,9999,9999,197,0.825,51.4,39.8,2.916
11.1,"nominal1","nominal7",2351,110,"nominal9",12.2,9999,9999,9999,205,0.952,34.3,39.2,2.878
11.1,"nominal1","nominal7",1597,66,"nominal9",16.4,9999,9999,9999,178,0.919,34.1,32.3,3.375
11.1,"nominal3","nominal8",1896,85,"nominal9",17.2,0.673,9999,9999,192,0.965,16.2,49.8,2.333
11.1,"nominal3","nominal8",2496,110,"nominal9",15.7,0.679,9999,7.5,208,0.937,16.9,55.5,2.84
11.1,"nominal1","nominal8",1896,85,"nominal9",15.9,0.678,9999,7.5,195,0.885,17.8,55.1,2.18
11.1,"nominal1","nominal8",1896,85,"nominal9",16,0.678,9999,7.5,195,0.885,17.8,55.1,2.18
11.1,"nominal1","nominal7",1595,74,"nominal9",15,0.706,9999,7.6,186,1.73,27.4,31,3.421
11.1,"nominal1","nominal7",1762,81,"nominal9",14.2,0.643,9999,9999,196,1.26,34,34.7,3.138
11.1,"nominal3","nominal7",1994,92,"nominal9",15.3,9999,9999,9999,188,0.964,29.4,34.8,3.237
11.2,"nominal1","nominal8",1896,81,"nominal9",15.3,9999,9999,9999,193,1.32,17.2,45.1,2.576
11.2,"nominal1","nominal8",1896,81,"nominal9",15.7,0.654,9999,9999,193,1.32,17.2,45.1,2.576
11.2,"nominal1","nominal7",1998,108,"nominal9",13.8,0.639,9999,9999,208,0.976,28.9,40.2,2.851
11.2,"nominal1","nominal7",1762,81,"nominal9",13.8,0.71,9999,9999,192,0.94,35.4,38.6,2.821
11.2,"nominal1","nominal7",1598,79,"nominal9",15.8,9999,9999,9999,182,9999,9999,9999,9999
11.2,"nominal1","nominal7",1598,79,"nominal9",15.8,9999,9999,9999,182,9999,9999,9999,9999
11.2,"nominal1","nominal7",1370,76,"nominal9",14.9,9999,9999,9999,185,0.985,32.2,29.8,3.553
11.2,"nominal1","nominal7",1396,76,"nominal9",14.5,9999,9999,9999,185,0.942,36.8,32.7,3.363
11.2,"nominal1","nominal7",1396,76,"nominal9",14.5,9999,9999,9999,185,0.942,36.8,32.7,3.363
11.2,"nominal1","nominal7",1590,84,"nominal9",12.3,9999,9999,9999,170,0.431,55.2,60.7,1.746
11.2,"nominal1","nominal7",1590,71,"nominal9",12.8,9999,9999,9999,175,0.853,23.6,34.2,3.88
11.2,"nominal1","nominal7",1590,71,"nominal9",13.5,9999,9999,9999,175,0.853,23.6,34.2,3.88
11.2,"nominal2","nominal7",1988,114,"nominal9",12,9999,9999,9999,205,0.855,45.9,38.7,2.993
11.2,"nominal2","nominal7",1988,114,"nominal9",12,9999,9999,9999,205,0.864,45.5,38.3,2.993
11.2,"nominal1","nominal7",1600,85,"nominal9",13.7,0.693,9999,9999,193,0.957,24.1,33.1,3.226
11.2,"nominal2","nominal8",2151,105,"nominal9",15.7,0.685,4.3,7.2,202,0.968,18.9,49.7,2.382
11.2,"nominal3","nominal7",2393,121,"nominal9",13.7,0.657,9999,8.2,212,0.746,30.7,47.4,2.443
11.2,"nominal1","nominal7",1596,74,"nominal9",15.6,0.675,9999,9999,185,0.859,37.1,35.9,3.37
11.2,"nominal1","nominal7",1597,66,"nominal9",15.8,9999,9999,9999,181,0.891,30.7,33.8,3.153
11.2,"nominal1","nominal7",1769,83,"nominal9",15.8,0.588,9999,9999,191,0.949,22.8,35.9,3.157
11.2,"nominal1","nominal7",1762,81,"nominal9",15.3,0.589,9999,9999,190,0.967,22.6,35.1,3.212
11.2,"nominal1","nominal7",1600,85,"nominal9",14.2,0.744,9999,9999,188,0.932,24.1,33.1,3.226
11.2,"nominal1","nominal7",1590,77,"nominal10",15.3,9999,9999,9999,165,0.881,25.5,30.2,3.969
11.2,"nominal1","nominal7",2362,115,"nominal11",13.8,9999,9999,9999,180,0.81,41.1,39.7,2.982
11.2,"nominal1","nominal7",2362,115,"nominal11",13.9,9999,9999,9999,180,0.81,41.1,39.7,2.982
11.2,"nominal1","nominal7",2362,115,"nominal11",13.9,9999,9999,9999,180,0.79,42.1,40.7,2.982
11.2,"nominal1","nominal7",3350,137,"nominal11",12.9,9999,9999,9999,177,0.662,49.3,51.4,2.33
11.3,"nominal1","nominal7",1595,74,"nominal9",16.2,0.609,9999,8.2,190,1.5,27.7,32.3,3.595
11.3,"nominal1","nominal7",1781,92,"nominal9",14.8,0.613,9999,7.5,203,1.42,26.1,33.6,3.445
11.3,"nominal1","nominal7",1781,92,"nominal9",12.9,0.639,9999,7.9,197,1,37.7,32.8,3.538
11.3,"nominal1","nominal8",1896,81,"nominal9",15.1,0.651,9999,7.6,190,1.15,16.9,45.1,2.4
11.3,"nominal3","nominal7",1781,92,"nominal9",15,0.602,9999,7.3,202,1.8,23.6,32.3,3.599
11.3,"nominal1","nominal8",1896,81,"nominal9",16.2,0.581,9999,9999,196,0.957,18.3,49.4,2.352
11.3,"nominal1","nominal7",1581,76,"nominal9",16.4,9999,9999,9999,185,1.29,31.1,31.3,3.712
11.3,"nominal1","nominal8",1910,77,"nominal9",17,9999,9999,9999,185,1.19,18.2,45.4,2.558
11.3,"nominal1","nominal7",1850,100,"nominal9",13.6,9999,9999,9999,195,0.841,53.7,38.6,2.916
11.3,"nominal1","nominal7",1995,103,"nominal9",13.7,9999,9999,9999,203,0.952,32.2,33.3,3.554
11.3,"nominal1","nominal7",1597,70,"nominal9",14.8,9999,9999,9999,180,0.92,34.9,35.6,2.979
11.3,"nominal2","nominal8",2151,92,"nominal9",15.4,0.683,4.5,7.4,192,1.3,17.3,45.6,2.548
11.3,"nominal2","nominal7",1998,100,"nominal9",13.5,0.68,4.9,7.3,200,0.994,30.3,36.6,3.175
11.3,"nominal1","nominal7",1596,74,"nominal9",15.1,0.645,9999,9999,185,0.869,30,35.5,3.69
11.3,"nominal1","nominal8",1896,81,"nominal9",16.4,0.678,9999,7.9,193,1.32,17.2,45.1,2.576
11.3,"nominal1","nominal8",1896,81,"nominal9",16.5,0.678,9999,7.9,193,1.32,17.2,45.1,2.576
11.3,"nominal1","nominal7",1590,85,"nominal9",13.5,9999,9999,9999,188,0.969,38.8,30.8,3.441
11.3,"nominal3","nominal7",3199,165,"nominal10",13.8,1.53,9999,9999,173,0.95,21.6,34.1,4.31
11.3,"nominal3","nominal7",1834,88,"nominal10",14.8,9999,9999,9999,163,0.88,31.9,35.3,3.559
11.3,"nominal5","nominal7",3494,158,"nominal10",12.3,9999,9999,9999,180,0.823,24.2,40.5,3.388
11.4,"nominal1","nominal7",2598,110,"nominal9",13,0.702,9999,8.2,207,1.46,34.4,36,3.185
11.4,"nominal1","nominal7",1595,74,"nominal9",15.5,9999,9999,9999,188,1.41,30.1,32.2,3.613
11.4,"nominal1","nominal7",2435,103,"nominal9",14.6,9999,9999,9999,200,0.75,37.5,46.8,2.5
11.4,"nominal1","nominal7",1242,59,"nominal9",15.6,9999,9999,9999,172,0.987,32,34.8,3.84
11.4,"nominal1","nominal7",1242,59,"nominal9",15.8,9999,9999,9999,172,0.987,32,34.8,3.84
11.4,"nominal1","nominal7",1590,77,"nominal9",13.6,9999,9999,9999,187,0.835,42.1,36.1,2.932
11.4,"nominal1","nominal8",1995,81,"nominal9",15.4,0.532,9999,9999,195,1.181,17.1,41.3,2.731
11.4,"nominal1","nominal8",1995,81,"nominal9",15.6,0.532,9999,9999,195,1.181,17.1,41.3,2.731
11.4,"nominal2","nominal7",2398,125,"nominal9",13,0.682,5,7.9,212,0.925,24.6,38.9,3.46
11.4,"nominal2","nominal7",1991,110,"nominal9",13.3,0.659,9999,8.2,211,0.937,27,38.2,3.42
11.4,"nominal1","nominal7",1796,85,"nominal9",15.4,0.697,9999,9999,190,0.859,32.4,38.5,2.9
11.4,"nominal1","nominal7",1984,85,"nominal9",15.1,0.678,9999,7.6,195,1.66,21.4,35.2,3.31
11.4,"nominal1","nominal7",1984,85,"nominal9",15.2,0.678,9999,7.6,195,1.7,18.7,35,3.313
11.4,"nominal1","nominal7",1998,97,"nominal9",14.1,0.704,9999,9999,198,1.56,33.2,34.1,3.328
11.4,"nominal3","nominal8",2688,120,"nominal10",17,1061,4.7,7.7,183,0.921,19.7,47.3,2.875
11.4,"nominal1","nominal7",1840,84,"nominal11",15.7,0.772,9999,9999,180,0.883,31,34,3.26
11.5,"nominal2","nominal7",1998,100,"nominal9",13.4,0.597,5.1,7.7,205,0.925,31.5,40.3,2.872
11.5,"nominal1","nominal7",1781,92,"nominal9",14.9,0.702,9999,7.6,195,0.998,31.9,33.7,3.445
11.5,"nominal2","nominal7",1991,110,"nominal9",13.6,0.608,9999,9999,210,0.81,31,43.9,2.694
11.5,"nominal1","nominal7",1598,74,"nominal9",15.2,0.589,9999,9999,188,0.898,30,34.9,3.329
11.5,"nominal2","nominal7",2198,106,"nominal9",15.3,0.685,9999,9999,206,1.2,38.5,38.1,3.51
11.5,"nominal1","nominal7",1598,74,"nominal9",14.9,0.609,9999,9999,188,0.898,30,34.9,3.329
11.5,"nominal1","nominal7",1598,74,"nominal9",15.2,0.629,9999,9999,188,1.4,26.8,31.2,3.7
11.5,"nominal1","nominal7",1389,66,"nominal9",15.1,0.552,9999,9999,190,0.988,30.6,32,3.329
11.5,"nominal1","nominal7",1595,74,"nominal9",15.6,0.654,9999,9999,188,1.41,30.1,32.2,3.613
11.5,"nominal1","nominal8",1896,81,"nominal9",16,0.656,9999,9999,192,1.53,17,43.9,2.6
11.5,"nominal1","nominal7",1390,74,"nominal9",14.5,0.683,9999,9999,185,1.7,34.8,30.6,3.459
11.5,"nominal1","nominal8",1896,74,"nominal9",15.6,0.643,9999,9999,183,0.955,16.9,47.9,2.212
11.5,"nominal1","nominal7",1598,66,"nominal9",16.3,0.617,9999,9999,184,1.6,32.8,34.7,3.74
11.5,"nominal1","nominal7",1598,66,"nominal9",16.7,0.563,9999,9999,187,1.79,29.6,34.7,3.77
11.5,"nominal1","nominal7",1598,66,"nominal9",16.7,0.563,9999,9999,187,1.79,29.6,34.7,3.77
11.5,"nominal1","nominal7",1598,66,"nominal9",15.3,0.627,9999,9999,187,1.133,28.1,33,3.233
11.5,"nominal1","nominal7",1598,66,"nominal9",16,0.637,9999,9999,184,1.94,32.8,33.6,3.171
11.5,"nominal1","nominal7",1598,66,"nominal9",16,0.637,9999,9999,184,1.94,32.8,33.6,3.171
11.5,"nominal1","nominal7",1598,79,"nominal9",15.6,0.621,9999,9999,195,0.93,30.2,36.5,3.183
11.5,"nominal1","nominal8",2461,103,"nominal9",15.5,9999,9999,9999,200,1.6,24.3,47.2,2.59
11.5,"nominal1","nominal7",1370,76,"nominal9",15.3,9999,9999,9999,187,0.996,32.2,29.8,3.553
11.5,"nominal1","nominal7",1581,76,"nominal9",14.3,9999,9999,9999,180,0.955,32.6,32.8,3.256
11.5,"nominal1","nominal8",1998,74,"nominal9",17.1,0.658,9999,9999,185,1.7,17.2,45.9,2.455
11.5,"nominal1","nominal8",1998,74,"nominal9",17.4,0.658,9999,9999,185,1.7,17.2,45.9,2.455
11.5,"nominal1","nominal7",1796,85,"nominal9",14.4,0.645,9999,9999,190,0.918,34.1,38.3,3.28
11.5,"nominal3","nominal7",1781,92,"nominal9",15.5,0.667,9999,7.5,196,1.48,23.6,32.3,3.599
11.5,"nominal1","nominal8",1896,81,"nominal9",16.8,0.645,9999,7.5,190,0.928,18.3,49.4,2.352
11.5,"nominal3","nominal8",1896,85,"nominal9",17.2,0.678,9999,7.4,192,0.971,14.9,49.4,2.348
11.5,"nominal1","nominal7",1997,99,"nominal9",14.1,0.728,9999,9999,201,0.954,33.1,35.1,3.36
11.5,"nominal1","nominal7",1997,99,"nominal9",14.1,0.728,9999,9999,201,0.954,33.1,35.1,3.36
11.5,"nominal1","nominal7",2351,110,"nominal9",12.6,9999,9999,9999,195,0.844,36.8,42,2.684
11.5,"nominal3","nominal8",3200,121,"nominal10",15.9,1088,9999,9999,170,9999,9999,9999,3.1
11.5,"nominal3","nominal7",3378,131,"nominal10",13.8,9999,9999,9999,175,0.864,42.5,44,3.238
11.6,"nominal2","nominal7",1998,95,"nominal9",14.8,9999,9999,9999,207,1.25,32.2,38.1,3.46
11.6,"nominal3","nominal7",1781,92,"nominal9",14.5,0.633,9999,7.5,198,1.7,30.5,32.8,3.545
11.6,"nominal1","nominal7",1998,84,"nominal9",15.4,0.621,9999,9999,190,1.157,53.2,30.4,3.818
11.6,"nominal1","nominal7",1985,110,"nominal9",14,9999,9999,9999,210,0.826,22.7,46.2,2.6
11.6,"nominal1","nominal7",1795,88,"nominal9",15.7,0.609,9999,9999,195,9999,9999,9999,3.572
11.6,"nominal1","nominal7",1991,110,"nominal9",13.3,0.609,9999,9999,205,9999,9999,9999,9999
11.6,"nominal1","nominal7",1396,66,"nominal9",14.6,9999,9999,9999,177,0.756,36.9,37.2,2.849
11.6,"nominal1","nominal7",1396,66,"nominal9",15,9999,9999,9999,182,0.777,36.9,37.2,2.849
11.6,"nominal1","nominal7",1493,84,"nominal9",12.7,9999,9999,9999,192,0.761,45.3,38.8,2.729
11.6,"nominal1","nominal7",1850,100,"nominal9",14.1,9999,9999,9999,198,0.854,53.7,38.6,2.916
11.6,"nominal1","nominal7",1598,81,"nominal9",13.5,9999,9999,9999,175,0.795,37.6,36.7,2.99
11.6,"nominal1","nominal7",1598,81,"nominal9",14,9999,9999,9999,175,0.795,37.6,36.7,2.99
11.6,"nominal1","nominal7",1985,110,"nominal9",14,9999,9999,9999,210,0.855,21.9,44.6,2.652
11.6,"nominal1","nominal8",1995,81,"nominal9",15.8,0.589,9999,9999,190,1.151,17.1,41.3,2.731
11.6,"nominal1","nominal7",1598,81,"nominal9",14,9999,9999,9999,175,0.795,37.6,36.7,2.99
11.6,"nominal3","nominal7",2792,128,"nominal11",14.1,0.884,9999,9999,193,0.986,38.8,33.7,3.396
11.6,"nominal1","nominal7",1998,103,"nominal11",14.5,0.85,9999,9999,185,0.936,28.9,36.6,3.233
11.6,"nominal1","nominal7",1998,103,"nominal11",14.9,9999,9999,9999,187,0.946,28.9,36.6,3.233
11.7,"nominal1","nominal8",1896,81,"nominal9",14.9,0.639,9999,7.7,191,0.975,24.5,47.2,2.459
11.7,"nominal1","nominal7",1595,74,"nominal9",16.4,0.656,9999,9999,187,1.39,30,32.1,3.613
11.7,"nominal1","nominal7",1595,74,"nominal9",16,0.633,9999,7.7,188,1.113,28.2,30.2,3.851
11.7,"nominal1","nominal7",1587,65,"nominal9",15.8,0.65,9999,9999,185,0.99,24.9,33.4,3.196
11.7,"nominal1","nominal7",1587,65,"nominal9",15.8,0.65,9999,9999,185,0.99,24.9,33.4,3.196
11.7,"nominal1","nominal7",1587,65,"nominal9",15.8,0.65,9999,9999,185,0.99,24.9,33.4,3.196
11.7,"nominal1","nominal7",1998,113,"nominal9",12.2,9999,9999,9999,205,0.78,45.5,44.5,2.66
11.7,"nominal1","nominal8",1951,85,"nominal9",17.2,0.609,9999,9999,193,9999,9999,9999,3.29
11.7,"nominal1","nominal7",1590,67,"nominal9",14.8,9999,9999,9999,165,0.777,28.3,35.4,3.16
11.7,"nominal1","nominal7",1590,67,"nominal9",14.8,9999,9999,9999,165,0.777,28.3,35.4,3.16
11.7,"nominal1","nominal7",1587,81,"nominal9",14.9,0.532,9999,9999,195,0.954,37.6,34.1,3.37
