"fuel.consumption.country","Attribute1","Attribute2","Attribute3","Attribute4","Attribute5","Attribute6","Attribute7","Attribute8","Attribute9","Attribute10","Attribute11","Attribute12","Attribute13","Attribute14","Attribute15","Attribute16","Attribute17","Attribute18","Attribute19","Attribute20","Attribute21","Attribute22","Attribute23","Attribute24","Attribute25","Attribute26","Attribute27","Attribute28","Attribute29","Attribute30","Attribute31","Attribute32","Attribute33","Attribute34","Attribute35","Attribute36","Attribute37"
7.8,"nominal2","nominal7","nominal9",6,"nominal13",2799,150,10,5700,700,6000,6000,12.12,4.2,6.3,9.5,1740,390,11.6,"nominal15","nominal20",2,"nominal28","nominal33","nominal38","nominal42",4499,1809,1288,2515,232,270,0.65,38.3,3.112,"nominal52","nominal54"
7.8,"nominal2","nominal7","nominal9",6,"nominal13",2597,125,11,5500,9999,6000,6000,11.61,9999,9999,9.2,1460,555,11.7,"nominal15","nominal20",2,"nominal28","nominal33","nominal38","nominal42",4526,1728,1426,2715,235,240,9999,39.8,2.96,"nominal52","nominal54"
7.8,"nominal1","nominal7","nominal9",6,"nominal13",2671,169,9,5800,700,6800,9999,14.58,9999,5.7,7.5,1540,550,9.1,"nominal15","nominal22",4,"nominal31","nominal33","nominal38","nominal42",4796,1810,1452,2759,247,310,0.613,50.6,2.325,"nominal50","nominal54"
7.8,"nominal2","nominal7","nominal9",4,"nominal12",2198,106,11,5400,9999,9999,9999,11.72,9999,9999,11.5,1625,465,15.3,"nominal15","nominal21",2,"nominal28","nominal33","nominal39","nominal42",4898,1776,1455,2730,206,205,0.685,38.1,3.51,"nominal50","nominal54"
7.8,"nominal2","nominal7","nominal9",6,"nominal14",3179,185,11,6250,9999,9999,9999,12.06,9999,9999,5.9,1295,320,7,"nominal15","nominal20",4,"nominal28","nominal33","nominal38","nominal42",4315,1780,1290,2415,260,305,0.618,40.3,2.893,"nominal50","nominal56"
7.8,"nominal1","nominal7","nominal9",4,"nominal12",1985,110,9,5500,825,9999,9999,15.19,9999,9999,11.6,1540,540,14,"nominal15","nominal18",2,"nominal29","nominal33","nominal38","nominal42",4805,1792,1449,2703,210,240,9999,46.2,2.6,"nominal50","nominal54"
7.8,"nominal1","nominal7","nominal9",4,"nominal12",2290,125,9,5500,825,9999,9999,15.37,9999,9999,9.9,1545,535,12.4,"nominal15","nominal18",2,"nominal29","nominal33","nominal38","nominal42",4805,1792,1449,2703,220,280,9999,46.2,2.6,"nominal50","nominal54"
7.8,"nominal1","nominal7","nominal9",4,"nominal12",1985,136,9,5750,900,6190,9999,14.56,9999,9999,8.5,1315,495,9.7,"nominal15","nominal18",2,"nominal29","nominal33","nominal39","nominal42",4629,1711,1423,2604,230,230,9999,39.4,2.9,"nominal50","nominal54"
7.8,"nominal1","nominal7","nominal9",4,"nominal12",1985,136,9,5750,900,6190,9999,14.56,9999,9999,8.5,1315,495,9.7,"nominal15","nominal18",2,"nominal29","nominal33","nominal39","nominal42",4629,1711,1428,2605,230,230,9999,39.4,2.9,"nominal50","nominal54"
7.8,"nominal1","nominal7","nominal9",4,"nominal12",1985,136,9,5500,900,9999,9999,14.56,9999,9999,8.5,1315,495,9.7,"nominal15","nominal18",2,"nominal29","nominal33","nominal39","nominal42",4629,1711,1428,2605,230,230,9999,39.4,2.9,"nominal50","nominal54"
7.8,"nominal1","nominal7","nominal9",4,"nominal12",1948,118,9,5100,750,6800,6500,14.84,9999,9999,9,1300,490,11,"nominal15","nominal21",2,"nominal29","nominal33","nominal39","nominal42",4483,1717,1411,2550,210,230,9999,38.7,2.815,"nominal50","nominal54"
7.8,"nominal1","nominal7","nominal9",4,"nominal12",2157,136,10,7000,790,9999,9999,12,9999,9999,9,1310,430,9.6,"nominal15","nominal21",2,"nominal28","nominal33","nominal39","nominal42",4545,1750,1315,2585,223,206,9999,34.4,3.125,"nominal52","nominal54"
7.8,"nominal1","nominal7","nominal9",4,"nominal12",2157,156,11,7200,9999,9999,9999,12.53,9999,9999,7.2,1330,490,8.5,"nominal15","nominal21",2,"nominal28","nominal33","nominal39","nominal42",4585,1750,1430,2675,228,215,9999,30.9,3.711,"nominal52","nominal54"
7.8,"nominal1","nominal7","nominal9",6,"nominal13",2497,123,9,6000,650,9999,9999,10.67,9999,9999,11,1451,504,11.8,"nominal15","nominal23",4,"nominal28","nominal33","nominal38","nominal42",4825,1770,1395,2750,210,212,0.61,40.5,2.926,"nominal52","nominal54"
7.8,"nominal2","nominal7","nominal9",4,"nominal12",1998,147,9,6400,9999,7000,9999,16.67,9999,9999,7.5,1265,515,8.6,"nominal15","nominal18",2,"nominal29","nominal33","nominal38","nominal42",4560,1730,1295,2525,235,265,9999,37.4,3.94,"nominal52","nominal54"
7.8,"nominal1","nominal7","nominal9",6,"nominal13",2988,147,10,6400,9999,9999,9999,11.4,9999,9999,9.6,1450,585,9.9,"nominal15","nominal20",4,"nominal28","nominal33","nominal38","nominal42",4920,1780,1435,2750,212,271,9999,44.7,2.6,"nominal52","nominal56"
7.8,"nominal2","nominal7","nominal9",6,"nominal12",1988,114,10,6200,9999,9999,6500,12.33,9999,9999,9.5,1360,460,11.9,"nominal15","nominal23",2,"nominal28","nominal33","nominal38","nominal42",4400,1720,1420,2670,215,195,9999,34.1,3.397,"nominal52","nominal54"
7.8,"nominal2","nominal7","nominal9",6,"nominal12",1988,114,10,6200,9999,9999,6500,12.33,9999,9999,9.5,1360,460,11.9,"nominal15","nominal23",2,"nominal28","nominal33","nominal38","nominal42",4400,1720,1420,2670,215,195,9999,33.7,3.397,"nominal52","nominal54"
7.8,"nominal1","nominal7","nominal9",4,"nominal12",1793,85,10,5750,9999,9999,9999,10.65,9999,9999,10.7,1220,530,14.4,"nominal15","nominal21",2,"nominal28","nominal33","nominal39","nominal42",4731,1770,1420,2659,185,152,9999,34.2,3.264,"nominal50","nominal54"
7.8,"nominal2","nominal7","nominal9",6,"nominal12",1991,110,11,5900,700,9999,6500,11.99,9999,9999,12.2,1600,625,14.5,"nominal15","nominal18",2,"nominal28","nominal33","nominal38","nominal42",4808,1799,1445,2827,209,190,0.651,43.9,2.694,"nominal50","nominal54"
7.8,"nominal1","nominal7","nominal9",4,"nominal12",1985,110,9,5500,9999,9999,9999,15.19,9999,9999,11.6,1535,620,14,"nominal15","nominal18",2,"nominal29","nominal33","nominal38","nominal42",4805,1792,1497,2703,210,240,9999,44.6,2.652,"nominal50","nominal54"
7.8,"nominal1","nominal7","nominal9",4,"nominal12",2290,125,9,5500,9999,9999,9999,15.37,9999,9999,9.9,1535,620,12.3,"nominal15","nominal18",2,"nominal29","nominal33","nominal38","nominal42",4805,1792,1497,2703,220,280,9999,44.6,2.652,"nominal50","nominal54"
7.8,"nominal1","nominal7","nominal9",4,"nominal12",1948,118,9,5100,750,6800,6500,14.84,9999,9999,9,1320,490,11.2,"nominal15","nominal21",2,"nominal29","nominal33","nominal39","nominal42",4483,1717,1413,2550,210,230,9999,38.7,2.815,"nominal50","nominal54"
7.8,"nominal3","nominal7","nominal9",4,"nominal14",1994,92,10,5600,700,9999,9999,11.6,9999,9999,12.2,1430,465,15.5,"nominal15","nominal21",2,"nominal28","nominal33","nominal38","nominal42",4680,1695,1515,2650,180,184,9999,39.5,2.852,"nominal50","nominal54"
7.8,"nominal1","nominal7","nominal9",4,"nominal12",1793,85,10,5750,9999,9999,9999,10.65,9999,9999,10.7,1274,566,15,"nominal15","nominal21",2,"nominal28","nominal33","nominal39","nominal42",4750,1785,1495,2659,185,152,9999,34.2,3.264,"nominal50","nominal54"
7.8,"nominal1","nominal7","nominal11",4,"nominal12",2295,107,10,5500,875,9999,9999,11.12,9999,9999,10.7,1649,730,15.4,"nominal15","nominal18",2,"nominal28","nominal33","nominal38","nominal42",4620,1810,1730,2835,192,203,0.884,33.6,3.49,"nominal52","nominal54"
7.8,"nominal5","nominal8","nominal10",4,"nominal12",2172,85,19,3800,9999,9999,4750,15.04,9999,9999,14.6,1781,669,21,"nominal15","nominal18",1,"nominal29","nominal34","nominal38","nominal46",4658,1787,1740,2702,154,260,9999,36.3,3.694,"nominal51","nominal56"
7.8,"nominal1","nominal8","nominal11",5,"nominal12",2370,55,23,3700,850,4800,9999,8.48,9999,14.9,24.7,1780,920,32.4,"nominal15","nominal21",1,"nominal28","nominal35","nominal40","nominal44",4789,1840,1940,2920,136,160,1094,34,3.486,"missing_value","nominal57"
7.8,"nominal1","nominal8","nominal11",5,"nominal12",2370,55,23,3700,850,4800,9999,8.48,9999,14.9,24.7,1820,880,33.1,"nominal15","nominal21",1,"nominal28","nominal35","nominal40","nominal44",5189,1840,1940,3320,136,160,1094,34,3.486,"missing_value","nominal57"
7.8,"nominal1","nominal7","nominal11",4,"nominal12",2351,110,12,5500,9999,9999,9999,12.03,9999,9999,12.9,1440,480,13.1,"nominal15","nominal21",2,"nominal28","nominal34","nominal38","nominal48",4290,1695,1680,2550,180,225,0.916,38.2,3.97,"nominal52","nominal54"
7.8,"nominal3","nominal7","nominal10",4,"nominal12",1834,88,12,5250,600,9999,9999,11.92,9999,9999,10.2,1285,405,14.6,"nominal15","nominal21",2,"nominal28","nominal34","nominal38","nominal48",3735,1695,1735,2280,168,174,9999,31.3,4.7,"nominal52","nominal54"
7.8,"nominal3","nominal8","nominal10",4,"nominal12",3200,121,17,3800,9999,9999,9999,14.65,9999,9999,11.5,1925,585,15.9,"nominal15","nominal21",2,"nominal29","nominal34","nominal39","nominal44",4280,1875,1845,2545,170,373,1088,9999,3.1,"nominal51","nominal59"
7.8,"nominal1","nominal7","nominal11",4,"nominal12",1998,94,10,5400,9999,9999,9999,11.2,9999,9999,11.7,1360,650,14.5,"nominal15","nominal21",2,"nominal28","nominal33","nominal39","nominal42",4530,1695,1660,2735,180,178,9999,39.4,2.835,"nominal52","nominal54"
7.9,"nominal2","nominal7","nominal9",6,"nominal13",2799,150,10,5700,560,6000,6000,12.12,4,5.8,8.9,1540,600,10.3,"nominal15","nominal20",2,"nominal28","nominal33","nominal38","nominal42",4818,1799,1440,2833,230,270,0.651,45.7,2.573,"nominal52","nominal54"
7.9,"nominal2","nominal7","nominal9",6,"nominal13",2799,150,10,5700,700,6000,6000,12.12,4.2,6.5,9.5,1760,370,11.7,"nominal15","nominal20",2,"nominal28","nominal33","nominal38","nominal42",4499,1809,1288,2515,228,270,0.65,39.1,3.46,"nominal52","nominal54"
7.9,"nominal1","nominal7","nominal9",6,"nominal13",2598,110,10,5500,790,9999,9999,10.88,9999,7,10.2,1415,400,12.9,"nominal15","nominal21",2,"nominal28","nominal33","nominal39","nominal42",4366,1716,1381,2554,209,225,0.702,35.2,3.259,"nominal50","nominal54"
7.9,"nominal3","nominal7","nominal9",6,"nominal13",2771,142,11,6000,750,6000,9999,12.7,9999,5.2,7.3,1430,550,10.1,"nominal15","nominal22",4,"nominal28","nominal33","nominal38","nominal42",4479,1733,1416,2607,238,280,0.65,37.3,3.68,"nominal50","nominal54"
7.9,"nominal3","nominal7","nominal9",6,"nominal13",2771,142,11,6000,750,6000,9999,12.7,9999,6.6,9.3,1490,550,10.5,"nominal15","nominal22",4,"nominal28","nominal33","nominal38","nominal42",4479,1733,1416,2607,233,280,0.65,50,2.294,"nominal50","nominal54"
7.9,"nominal1","nominal7","nominal9",6,"nominal13",2671,169,9,5800,700,6800,9999,14.58,9999,5.9,8.3,1580,550,9.3,"nominal15","nominal22",4,"nominal31","nominal33","nominal38","nominal42",4796,1810,1452,2760,244,310,0.613,54.5,2.159,"nominal50","nominal54"
7.9,"nominal2","nominal7","nominal9",6,"nominal12",3201,236,11,7400,9999,7600,7600,13.74,9999,9999,5.4,1390,270,5.9,"nominal15","nominal20",2,"nominal28","nominal33","nominal38","nominal42",4025,1740,1280,2459,250,350,0.681,36.5,3.2,"nominal50","nominal56"
7.9,"nominal2","nominal7","nominal9",6,"nominal12",3201,236,11,7400,9999,7600,7600,13.74,9999,9999,5.4,1350,270,5.7,"nominal15","nominal20",2,"nominal28","nominal33","nominal38","nominal42",4025,1740,1266,2459,250,350,0.773,36.5,3.2,"nominal50","nominal56"
7.9,"nominal2","nominal7","nominal9",6,"nominal12",2793,142,10,5500,700,9999,9999,12.6,9999,9999,8.6,1710,535,12,"nominal15","nominal18",2,"nominal28","nominal33","nominal39","nominal42",4984,1862,1435,2930,228,280,0.663,38.9,3.2,"nominal50","nominal56"
7.9,"nominal2","nominal7","nominal9",6,"nominal13",2498,125,11,6000,650,9999,9999,11.42,9999,9999,9.5,1675,495,13.4,"nominal15","nominal21",4,"nominal28","nominal33","nominal38","nominal42",4898,1776,1455,2730,228,227,0.685,35.7,3.315,"nominal52","nominal54"
7.9,"nominal2","nominal7","nominal9",6,"nominal13",2962,155,11,6000,650,9999,9999,11.45,9999,9999,8.5,1675,495,10.8,"nominal15","nominal21",4,"nominal28","nominal33","nominal38","nominal42",4898,1776,1455,2730,243,270,0.685,39.4,2.997,"nominal52","nominal54"
7.9,"nominal2","nominal7","nominal9",4,"nominal12",1997,177,11,8300,9999,9000,9999,13.09,9999,9999,6.2,1260,275,7.1,"nominal15","nominal26",2,"nominal28","nominal33","nominal39","nominal42",4135,1750,1285,2405,240,208,0.692,34.8,3.321,"nominal50","nominal54"
7.9,"nominal1","nominal7","nominal9",4,"nominal12",1975,102,10,6000,800,9999,9999,11.58,9999,9999,11,1205,395,11.8,"nominal15","nominal22",2,"nominal28","nominal33","nominal38","nominal42",4345,1730,1303,2475,195,182,0.677,36.1,2.976,"nominal50","nominal54"
7.9,"nominal2","nominal7","nominal9",6,"nominal13",3199,165,10,5600,575,6000,6000,12.37,3.9,5.9,8.7,1650,650,10,"nominal15","nominal20",2,"nominal28","nominal33","nominal38","nominal42",4839,1799,1505,2833,230,315,0.745,46.2,2.548,"nominal52","nominal54"
7.9,"nominal3","nominal7","nominal9",6,"nominal13",2771,142,11,6000,750,6000,9999,12.7,9999,5.3,7.5,1465,550,10.3,"nominal15","nominal22",4,"nominal28","nominal33","nominal38","nominal42",4479,1733,1416,2607,234,280,0.653,37.3,3.68,"nominal50","nominal54"
7.9,"nominal3","nominal7","nominal9",6,"nominal13",2771,142,11,6000,750,6000,9999,12.7,9999,6.7,9.5,1525,550,10.7,"nominal15","nominal22",4,"nominal28","nominal33","nominal38","nominal42",4479,1733,1416,2607,229,280,0.653,50,2.294,"nominal50","nominal54"
7.9,"nominal1","nominal7","nominal9",6,"nominal13",2671,169,9,5800,700,6800,9999,14.58,9999,5.9,7.7,1600,550,9.5,"nominal15","nominal22",4,"nominal31","nominal33","nominal38","nominal42",4796,1810,1479,2760,245,310,0.635,50.6,2.325,"nominal50","nominal54"
7.9,"nominal1","nominal7","nominal9",6,"nominal13",2671,169,9,5800,700,6800,9999,14.58,9999,6.1,8.5,1635,550,9.7,"nominal15","nominal22",4,"nominal31","nominal33","nominal38","nominal42",4796,1810,1479,2760,242,310,0.635,54.5,2.159,"nominal50","nominal54"
7.9,"nominal2","nominal7","nominal9",6,"nominal12",2494,125,11,5500,700,9999,6500,12.34,9999,9999,10.2,1610,625,12.9,"nominal15","nominal18",2,"nominal28","nominal33","nominal38","nominal42",4808,1799,1445,2827,222,245,0.673,49.8,2.4,"nominal50","nominal54"
7.9,"nominal2","nominal7","nominal9",4,"nominal12",2198,106,11,5400,9999,9999,9999,11.72,9999,9999,12.5,1685,525,15.9,"nominal15","nominal21",2,"nominal28","nominal33","nominal39","nominal42",4898,1776,1505,2730,198,205,0.726,38.1,3.51,"nominal50","nominal54"
7.9,"nominal3","nominal7","nominal9",4,"nominal14",2457,115,10,5600,700,9999,9999,11.41,9999,9999,10.4,1505,465,13.1,"nominal15","nominal23",4,"nominal28","nominal33","nominal38","nominal42",4680,1695,1515,2650,200,223,9999,39.2,2.852,"nominal50","nominal54"
7.9,"nominal1","nominal7","nominal11",4,"nominal12",1998,85,10,5500,9999,9999,9999,10.69,9999,9999,13.1,1649,751,19.4,"nominal15","nominal18",2,"nominal28","nominal33","nominal38","nominal42",4620,1810,1730,2835,177,170,0.884,34.1,3.49,"nominal52","nominal54"
7.9,"nominal1","nominal7","nominal11",4,"nominal12",1781,110,10,5500,820,9999,9999,14.82,9999,8.1,12,1660,740,15.1,"nominal15","nominal22",2,"nominal29","nominal33","nominal38","nominal42",4620,1810,1730,2846,194,210,0.831,33.6,3.49,"nominal50","nominal54"
7.9,"nominal1","nominal7","nominal11",4,"nominal12",1998,84,10,5400,770,9999,9999,10.57,9999,9999,13.7,1490,760,17.7,"nominal15","nominal21",1,"nominal28","nominal33","nominal39","nominal42",4517,1810,1692,2702,175,168,0.85,35.9,3.233,"nominal50","nominal54"
7.9,"nominal1","nominal7","nominal11",4,"nominal12",1998,84,10,5400,770,9999,9999,10.57,9999,9999,13.7,1530,720,18.2,"nominal15","nominal21",1,"nominal28","nominal33","nominal39","nominal42",4787,1810,1690,2874,177,168,9999,35.9,3.233,"nominal50","nominal54"
7.9,"nominal2","nominal7","nominal11",4,"nominal12",1597,71,10,5600,700,9999,9999,10.31,9999,9999,17.3,1405,685,19.8,"nominal15","nominal18",2,"nominal28","nominal33","nominal38","nominal42",4320,1695,1855,2735,150,131,9999,30.3,3.85,"nominal52","nominal54"
7.9,"nominal3","nominal7","nominal10",4,"nominal12",1998,94,10,5400,800,9999,9999,11.2,9999,9999,10.1,1200,440,12.8,"nominal15","nominal23",2,"nominal28","nominal33","nominal39","nominal42",3715,1695,1655,2200,170,178,9999,9999,3.823,"nominal52","nominal54"
7.9,"nominal3","nominal7","nominal10",4,"nominal12",1998,94,10,5400,800,9999,9999,11.2,9999,9999,10.4,1265,505,13.5,"nominal15","nominal23",2,"nominal28","nominal33","nominal39","nominal42",4125,1695,1660,2410,170,178,9999,9999,3.823,"nominal52","nominal54"
8,"nominal2","nominal7","nominal9",8,"nominal13",4266,205,10,5750,650,6000,6000,11.78,3.2,4.6,6.6,1610,600,7.9,"nominal15","nominal20",2,"nominal28","nominal33","nominal38","nominal42",4818,1799,1443,2833,250,400,0.629,50.3,2.343,"nominal52","nominal54"
8,"nominal2","nominal7","nominal9",8,"nominal13",4266,205,10,5750,650,6000,6000,11.78,3.2,4.7,6.4,1480,480,7.2,"nominal15","nominal20",2,"nominal28","nominal33","nominal38","nominal42",4567,1722,1371,2690,250,400,0.617,52.6,2.2,"nominal52","nominal54"
8,"nominal2","nominal7","nominal9",6,"nominal13",3199,165,10,5600,700,6000,6000,12.37,3.7,5.7,8.4,1760,390,10.7,"nominal15","nominal20",2,"nominal28","nominal33","nominal38","nominal42",4499,1809,1288,2515,238,315,0.65,41.6,2.864,"nominal52","nominal54"
8,"nominal2","nominal7","nominal9",6,"nominal13",3199,160,10,5700,550,6000,6000,12.18,3.5,4.9,6.9,1330,335,8.3,"nominal15","nominal20",2,"nominal28","nominal33","nominal38","nominal42",4010,1712,1279,2400,245,310,0.632,42.2,2.7,"nominal52","nominal54"
8,"nominal2","nominal7","nominal9",6,"nominal12",2793,142,10,5500,700,9999,9999,12.6,9999,9999,9.6,1730,535,12.2,"nominal15","nominal18",2,"nominal28","nominal33","nominal39","nominal42",4984,1862,1435,2930,226,280,0.663,52.5,2.4,"nominal50","nominal56"
8,"nominal2","nominal7","nominal9",6,"nominal12",2793,142,10,5500,700,9999,9999,12.6,9999,9999,9.6,1765,535,12.4,"nominal15","nominal18",2,"nominal28","nominal33","nominal39","nominal42",5124,1862,1426,3070,226,280,0.663,52.5,2.4,"nominal50","nominal56"
8,"nominal2","nominal7","nominal9",6,"nominal14",2687,162,11,6400,9999,9999,9999,12.16,9999,9999,7.4,1310,310,8.1,"nominal15","nominal20",4,"nominal28","nominal33","nominal38","nominal42",4315,1780,1290,2415,245,260,0.598,38.9,2.975,"nominal50","nominal56"
8,"nominal1","nominal7","nominal9",6,"nominal13",2946,140,11,5500,650,6800,9999,11.39,9999,9999,8.1,1468,482,10.5,"nominal15","nominal21",4,"nominal28","nominal33","nominal39","nominal42",4524,1755,1400,2740,230,267,0.686,38,3.17,"nominal50","nominal54"
8,"nominal1","nominal7","nominal9",4,"nominal12",1998,108,8,5300,800,6300,9999,14.78,9999,9999,9.3,1463,547,13.5,"nominal15","nominal21",1,"nominal29","nominal33","nominal39","nominal42",4708,1794,1385,2850,215,235,0.639,35.4,3.233,"nominal50","nominal54"
8,"nominal1","nominal7","nominal9",4,"nominal12",1998,108,8,5300,800,6300,9999,14.78,9999,9999,11.2,1487,548,13.8,"nominal15","nominal21",1,"nominal29","nominal33","nominal39","nominal42",4708,1794,1385,2850,208,235,0.639,40.2,2.851,"nominal50","nominal54"
8,"nominal1","nominal7","nominal9",6,"nominal13",2946,140,11,5500,650,6800,9999,11.39,9999,9999,8.4,1550,530,11.1,"nominal15","nominal21",4,"nominal28","nominal33","nominal39","nominal42",4708,1794,1385,2850,233,267,0.639,37.4,3.64,"nominal50","nominal54"
8,"nominal1","nominal7","nominal9",6,"nominal13",2962,147,10,5000,700,9999,9999,13.15,9999,9999,8.3,1575,535,10.7,"nominal15","nominal21",4,"nominal29","nominal33","nominal38","nominal42",4805,1792,1449,2703,235,310,9999,45.9,2.6,"nominal50","nominal54"
8,"nominal1","nominal7","nominal9",5,"nominal12",2319,176,9,5100,9999,9999,9999,17.88,9999,9999,7.2,1473,437,8.4,"nominal15","nominal21",2,"nominal29","nominal33","nominal38","nominal42",4716,1817,1414,2664,240,330,0.624,46,2.514,"nominal50","nominal54"
8,"nominal1","nominal7","nominal9",5,"nominal12",2319,176,9,5100,9999,9999,9999,17.88,9999,9999,8,1621,409,9.2,"nominal15","nominal21",2,"nominal29","nominal33","nominal38","nominal42",4716,1817,1429,2664,225,330,0.738,29.5,3.928,"nominal50","nominal54"
8,"nominal1","nominal7","nominal9",6,"nominal12",2783,200,9,5400,650,9999,9999,17.16,9999,9999,7.2,1614,486,8.1,"nominal15","nominal21",2,"nominal31","nominal33","nominal39","nominal42",4822,1832,1434,2791,250,380,9999,51.2,2.336,"nominal50","nominal54"
8,"nominal3","nominal7","nominal9",4,"nominal14",1994,160,8,5600,9999,9999,9999,18.28,9999,9999,6.3,1280,470,8,"nominal15","nominal21",4,"nominal29","nominal33","nominal38","nominal42",4350,1690,1400,2520,231,290,0.663,41.3,2.886,"nominal50","nominal54"
8,"nominal3","nominal7","nominal9",4,"nominal14",1994,160,8,5600,9999,9999,9999,18.28,9999,9999,6.4,1315,485,8.2,"nominal15","nominal21",4,"nominal29","nominal33","nominal38","nominal42",4350,1690,1435,2520,229,290,0.704,41.3,2.886,"nominal50","nominal54"
8,"nominal1","nominal7","nominal9",6,"nominal13",2972,138,10,6000,9999,9999,9999,10.78,9999,9999,8.9,1679,491,12.2,"nominal15","nominal21",4,"nominal28","nominal33","nominal38","nominal42",4865,1825,1420,2750,225,255,9999,48.6,2.436,"nominal50","nominal54"
8,"nominal2","nominal7","nominal9",6,"nominal13",2498,125,11,6000,650,9999,9999,11.42,9999,9999,10,1713,567,13.7,"nominal15","nominal21",4,"nominal28","nominal33","nominal38","nominal42",4898,1776,1505,2730,220,227,0.726,35.7,3.315,"nominal52","nominal54"
8,"nominal2","nominal7","nominal9",6,"nominal13",2962,155,11,6000,650,9999,9999,11.45,9999,9999,8.5,1713,567,11.1,"nominal15","nominal21",4,"nominal28","nominal33","nominal38","nominal42",4898,1776,1505,2730,235,270,0.726,39.4,2.997,"nominal52","nominal54"
8,"nominal3","nominal7","nominal9",6,"nominal13",2771,142,11,6000,700,9999,9999,12.7,9999,5.4,7.9,1519,551,10.7,"nominal15","nominal22",4,"nominal28","nominal33","nominal38","nominal42",4669,1740,1498,2702,232,280,0.667,37.7,3.68,"nominal50","nominal54"
8,"nominal3","nominal7","nominal9",6,"nominal13",2771,142,11,6000,700,9999,9999,12.7,9999,6.9,10,1579,551,11.1,"nominal15","nominal22",4,"nominal28","nominal33","nominal38","nominal42",4669,1740,1498,2702,227,280,0.667,50.5,2.294,"nominal50","nominal54"
8,"nominal3","nominal7","nominal9",5,"nominal13",2324,110,10,6000,700,6600,9999,11.08,9999,7,10.5,1478,487,13.4,"nominal15","nominal18",2,"nominal28","nominal33","nominal38","nominal42",4409,1735,1473,2518,211,205,0.678,36,3.217,"nominal50","nominal56"
8,"nominal1","nominal7","nominal9",4,"nominal12",1998,108,8,5300,800,6300,9999,14.78,9999,9999,10.5,1527,643,14.1,"nominal15","nominal21",1,"nominal29","nominal33","nominal39","nominal42",4963,1794,1464,2850,204,235,0.738,35.4,3.233,"nominal50","nominal54"
8,"nominal1","nominal7","nominal9",4,"nominal12",1998,108,8,5300,800,6300,9999,14.78,9999,9999,12.6,1552,643,14.4,"nominal15","nominal21",1,"nominal29","nominal33","nominal39","nominal42",4963,1794,1464,2850,202,235,0.738,40.2,2.851,"nominal50","nominal54"
8,"nominal1","nominal7","nominal9",6,"nominal13",2946,140,11,5500,650,6800,9999,11.39,9999,9999,8.9,1615,605,11.5,"nominal15","nominal21",4,"nominal28","nominal33","nominal39","nominal42",4963,1794,1464,2850,228,267,0.741,37.4,3.64,"nominal50","nominal54"
8,"nominal1","nominal7","nominal9",6,"nominal13",2962,147,10,5000,700,9999,9999,13.15,9999,9999,8.3,1535,620,10.4,"nominal15","nominal21",4,"nominal29","nominal33","nominal38","nominal42",4805,1792,1497,2703,235,310,9999,44.3,2.652,"nominal50","nominal54"
8,"nominal3","nominal7","nominal9",4,"nominal14",2457,115,10,5600,700,9999,9999,11.41,9999,9999,10.6,1520,460,13.2,"nominal15","nominal23",4,"nominal28","nominal33","nominal38","nominal42",4720,1745,1580,2650,195,223,9999,39.4,3.81,"nominal50","nominal54"
8,"nominal1","nominal7","nominal9",4,"nominal12",1997,100,10,5800,9999,9999,9999,11.52,9999,9999,14.7,1750,650,17.5,"nominal15","nominal21",2,"nominal28","nominal33","nominal38","nominal42",4695,1840,1760,2830,172,183,0.952,38.6,3.138,"nominal50","nominal56"
8,"nominal3","nominal8","nominal10",5,"nominal12",2688,120,18,4200,680,4750,4600,18.7,4.7,7.7,11.4,2045,705,17,"nominal15","nominal19",2,"nominal29","nominal34","nominal38","nominal43",4587,1833,1820,2820,183,400,1061,47.3,2.875,"nominal50","nominal57"
8,"nominal5","nominal7","nominal10",4,"nominal12",2198,100,10,5200,9999,9999,9999,11.55,9999,9999,13.4,1660,640,16.6,"nominal15","nominal21",2,"nominal28","nominal33","nominal39","nominal42",4268,1787,1692,2462,165,202,9999,34.7,3.872,"nominal50","nominal54"
8,"nominal5","nominal8","nominal10",4,"nominal12",2172,85,19,4300,9999,9999,4750,15.04,9999,9999,15,1735,565,20.4,"nominal15","nominal18",1,"nominal29","nominal34","nominal38","nominal46",4268,1787,1692,2462,156,260,9999,40.9,3.283,"nominal51","nominal56"
8,"nominal1","nominal7","nominal11",4,"nominal12",1984,85,10,5000,800,9999,9999,10.77,9999,10.6,15.4,1634,766,19.2,"nominal15","nominal21",1,"nominal28","nominal33","nominal38","nominal42",4620,1810,1730,2835,177,170,0.831,34.1,3.49,"nominal50","nominal54"
8,"nominal3","nominal8","nominal11",5,"nominal12",2461,75,21,3500,780,9999,9999,12.77,9999,12.1,18.4,1910,790,25.5,"nominal15","nominal21",1,"nominal29","nominal34","nominal38","nominal44",4789,1840,1940,2920,155,250,1094,35.7,3.315,"nominal51","nominal57"
8,"nominal3","nominal8","nominal11",5,"nominal12",2461,75,21,3500,780,9999,9999,12.77,9999,12.1,18.4,1950,750,26,"nominal15","nominal21",1,"nominal29","nominal34","nominal38","nominal44",5189,1840,1940,3320,155,250,1094,35.7,3.315,"nominal51","nominal57"
8,"nominal3","nominal8","nominal10",4,"nominal12",3200,121,17,3800,9999,9999,9999,14.65,9999,9999,12,2080,730,17.2,"nominal15","nominal21",2,"nominal29","nominal34","nominal39","nominal44",4795,1875,1855,2780,170,373,1088,9999,3.1,"nominal51","nominal59"
