usr,lread,lwrite,scall,sread,swrite,fork,exec,rchar,wchar,runqsz,freemem,freeswap
69,8,0,5281,470,406,7.826340642056013,2.403706577850412,216518,13049,3.396293422149588,1158,1756569
60,34,32,4622,355,233,13.886977856680911,10.220396990018173,187905,13227,4.933399333336355,907,1765394
60,108,114,6858,493,408,8.904975242446845,9.116368784968278,230957,60461,6.0794529606490055,1049,1672920
69,46,37,3530,388,282,2.7539802834062432,4.530142106132304,450239,207900,1.615892118182626,139,994333
102,33,20,3514,354,231,2.905802118479024,5.344482908339182,437023,180174,1.2806596050699213,135,997310
102,32,19,3509,351,228,2.9116394522306734,5.389235800435163,436243,178446,1.2612018258977553,135,997555
64,31,0,7222,1549,649,7.188443313374654,5.284622674650139,725429,555264,5.888348542922853,175,1266185
68,25,5,5406,1076,580,6.799228533086741,4.479074239704089,627997,474164,3.5953711985204455,512,1194594
66,41,36,5451,1159,396,6.808137433620415,4.608137433620415,574240,412219,3.9447558849122806,196,1358503
69,40,0,3360,285,117,9.166707426560277,26.680538412951588,1067105,38216,2.9941248399812257,161,1093761
68,34,0,3545,302,125,7.9485647117335105,22.511273371528013,1058137,37359,2.8663948090818696,281,1095776
68,33,0,3576,305,126,7.725778238153508,21.74777381972181,1056494,37210,2.8426097763153213,303,1096119
70,29,1,3377,164,94,7.8406392873147555,22.61246139028821,46966,22751,2.8226065421478133,220,1111294
70,24,2,3773,167,105,8.379008203828569,21.815434782041503,46518,23511,2.100771123358343,254,1108706
70,38,2,4408,263,203,7.490858467938674,20.203235001485762,41859,25484,2.2208153800438044,1152,1103000
66,22,11,4223,440,384,8.391237753722036,4.849312359043314,211055,60013,1.8898624718086627,251,1017546
66,22,11,4221,440,384,8.4186026136695,4.834109659072501,211422,59787,1.8868219318145,250,1017935
66,33,24,4299,451,387,7.483528212732953,5.353595437370582,198867,67503,1.9907190874741163,299,1004637
70,40,22,3122,437,245,8.894403541046755,6.884016352193687,199527,33550,1.7841989324044225,171,984833
67,13,2,3887,445,142,8.620535311277262,15.319118504948685,195779,34495,1.444345312726433,153,998349
70,42,53,3924,454,327,5.082429612697811,4.076811562506888,187632,56295,1.6,220,987229
68,153,72,2865,351,211,4.277214272450891,10.668807693842147,1039608,194081,3.0601541354263,293,1044993
68,143,71,2817,334,201,4.016715134792166,9.867233276036783,1041575,190601,2.9196151016219782,277,1039590
68,68,56,2448,211,130,2.0367671681206856,3.774792230228776,1056523,164153,1.8514350810670366,154,998520
70,25,15,6002,186,173,3.5207202910131623,9.76997197527191,104843,388716,4.581558301741801,709,1432051
103,27,16,5084,236,161,2.7986703767286323,9.09795762349569,190385,330043,5.703084350192128,686,1559915
67,38,20,6148,242,211,4.067676867426748,9.286427983404813,171480,427043,5.693325706596824,236,1490047
65,34,24,5366,620,530,9.660535908497287,4.385444777773058,616915,306711,1.348660228756782,513,1008237
64,91,78,3790,819,555,12.095698194180283,5.2327573907215115,592484,226802,3.551480975067789,195,1042043
65,79,44,4193,568,454,8.007292653852934,7.464068912253094,646295,274483,1.731655617312704,247,1010938
67,22,5,7122,692,517,8.553690177272852,2.5821246517254854,757760,113899,3.20791934463359,152,1076602
70,32,11,4671,584,425,4.95038256940083,4.066966301200596,621300,164882,2.3811893377149533,190,1069091
64,62,46,4584,903,665,8.219328767975918,3.375036878018192,622323,204051,4.178803729105816,177,1043740
70,30,2,3992,466,356,10.843958829386377,5.230340292222649,458847,120998,3.966556489882156,354,1039451
68,38,0,5808,914,778,3.7047855282903472,1.809111785068726,417399,126596,3.1954441074656375,162,1046244
70,34,1,4935,699,575,7.127394682924912,3.470380021808358,437655,124279,3.573269278616393,248,1042822
68,37,0,3456,294,121,8.594655664460866,24.725456956853435,1062900,37789,2.9353724908677084,218,1094781
68,28,0,3698,316,131,6.8398805776211855,18.711761552488266,1049962,36621,2.7480299549061766,389,1097482
68,37,0,3458,294,121,8.577254197218524,24.66582132356384,1062772,37777,2.9335146829770666,219,1094808
67,61,40,3312,214,116,10.355013844763603,29.988618896332355,56354,36278,5.617886810207722,328,1094075
67,48,31,3965,254,131,9.680767649526807,27.676917655520484,54934,33973,4.1730735347003005,344,1091714
69,64,35,2605,162,94,10.774189924406533,30.971813491284315,61326,39337,5.485420224677967,283,1094914
70,6,0,4959,652,328,6.29273868426218,4.877836388424334,273300,91574,1.8316189120381274,189,1118446
61,57,36,4363,416,190,9.626996632700763,23.97601738790134,236994,95963,1.7169148208432659,161,1109639
63,11,0,4342,441,205,8.59993835951147,23.1330662245497,268761,89178,2.169682026548235,243,1103017
63,28,28,8336,1574,1446,5.439711839894931,2.56109692408003,1281383,1150208,1.6055542658254573,706,1077169
65,5,0,7748,1581,1526,4.9836210986107785,1.4,1343992,1198170,1.0199742699868553,668,1092397
65,7,0,7642,1542,1483,4.863311643099949,1.4,1312175,1191428,1.166693118170794,711,1081785
69,10,1,4611,559,360,7.504949459256065,6.182223792733112,676746,76323,1.9663384463018851,247,1112872
69,10,1,4377,546,317,7.448005460210034,8.68775975075852,676726,76081,2.0659904446324413,243,1111134
60,11,1,3994,511,179,8.176208841543469,20.28696177738244,666391,75239,2.5361558830201285,213,1102474
103,26,15,3504,201,142,9.089416048891133,21.082548150293235,46523,27021,2.0053086464442385,317,1104508
103,70,46,2683,181,108,10.798159860856867,31.13684203936488,56663,37571,6.60031655615221,315,1097125
103,26,16,3440,203,143,9.081232857729969,21.11825662081468,46574,27195,2.0797012933639185,317,1104490
65,15,0,3730,450,356,11.753315346845138,30.223072529254498,313280,44034,2.313660371395798,274,1079108
65,14,1,4330,520,395,10.257668593288345,13.75398361676999,296363,27526,1.7966257224831292,1207,1075452
103,10,0,3547,391,186,7.462209512295161,21.476908919203233,277221,26933,1.4280938763173385,236,1083385
69,55,49,7031,324,189,2.75401905357017,9.182579882456126,334390,113771,3.3766461528070364,594,1371451
64,48,32,8369,440,345,5.913445161932213,8.119053688698157,246862,87536,4.715637587574059,3354,1343971
64,40,24,8364,449,355,6.19885866769925,8.145113182702975,241298,84512,4.67840973899575,3491,1344986
66,22,4,3827,420,254,8.130112156154985,12.87944630965795,245071,35353,1.3735856631691994,170,1084161
66,24,5,3927,440,287,8.786288053520813,14.746520371738773,243109,36538,1.488130084155753,184,1084004
65,42,1,2668,239,134,11.465528300211059,30.340087737800957,260501,40385,2.3669834868765474,270,1093506
68,37,0,3400,305,128,8.35910305911563,23.235285230731726,890615,35943,3.2888114342722137,133,1094053
67,33,1,4474,344,206,9.228381424610156,19.8540583758016,914250,44069,3.5891909899173333,177,1086661
68,39,0,2338,228,81,10.582328086565978,21.811318787530055,955287,66799,4.391237067718667,122,1106900
63,70,32,5994,302,159,5.497381260179657,10.229582794685601,517139,134227,3.4434531504491424,1165,1543592
103,44,11,5488,251,128,5.084643426734991,9.07550239228696,519555,114031,3.704570517224015,975,1539601
63,108,65,6299,375,235,5.665779220357702,9.934886364374021,515563,164244,3.8644480508942554,1016,1540568
63,53,11,4419,387,228,6.700045298355933,18.09260078884195,315383,57581,3.093735844263771,151,1097271
64,19,2,4106,294,168,10.61218251059703,30.668412612094414,299055,46180,1.3983135037915195,510,1093251
67,38,1,4495,372,203,5.517284064232965,15.141357967883517,318351,57416,3.4706789839417587,129,1098590
103,11,0,3365,517,378,8.018920702265122,2.2473017556628037,960703,59031,3.666222457927925,3172,1769305
65,17,2,4607,522,336,7.994227452859906,5.3662421063412395,882668,92769,4.408156599613079,2514,1681077
64,37,29,4976,557,356,7.113093920605023,2.5250152713310783,928479,60506,4.040698672991293,1502,1634915
64,44,12,2905,219,188,9.413959957622794,21.662899975032218,129343,60103,1.0458745014946658,1303,1104047
67,24,11,2562,200,136,7.038155881705668,16.696193869684357,138554,75729,1.8999345034850132,1319,1105399
67,30,4,3280,258,201,8.750501445283907,19.044671947170464,129768,51833,1.0,1380,1105132
67,222,100,2814,253,192,4.686495092592546,7.207606461226824,437394,183087,2.4076064612268238,516,1037636
67,168,76,3310,322,192,6.256766195086959,8.139954928332882,428560,188993,3.3399549283328813,1192,1038438
68,170,75,2879,254,189,3.66213965204985,6.529042691247899,436076,172058,1.6654848040097525,191,1025098
68,9,5,4462,435,417,2.1538614133036464,2.8614780032278784,500914,586494,3.8908678956754836,885,997907
68,14,10,3700,356,328,1.2263923838782602,1.3122420267016748,458220,621403,2.595520089215447,359,1018888
69,14,10,3422,342,300,1.3280553455993505,0.6815529491273128,460027,655887,1.9184470508726872,119,1024559
70,13,0,4811,563,481,9.45638725825189,4.554578863138802,330618,43166,2.1319464124546164,915,1057878
63,23,15,5355,604,509,9.851608483537024,4.450178720393003,336655,44797,2.0996425592139945,951,1056147
65,12,0,4754,556,471,9.777515500519613,8.66882912126023,327182,42901,2.229039653886124,864,1060304
68,32,6,4781,313,290,5.531971057588682,5.461758005920425,497190,99885,5.09529679763183,366,1505694
68,31,6,4782,323,307,5.670736102335242,5.371259063694407,494048,98906,5.131496374522237,364,1503065
68,34,6,4777,267,215,4.891887201035396,5.879203999324742,511684,104401,4.928318400270103,372,1517819
69,34,38,3089,302,180,7.089310881473966,20.878637350724233,284550,30482,1.4247962609361893,332,1029709
70,58,45,2310,217,75,9.289586346720343,25.772150431499927,315114,24396,1.5,1196,1023983
69,38,44,2844,246,120,6.824718802453958,23.921245273551023,288708,30844,1.5,255,1031128
63,60,4,4155,218,155,10.920680865181843,29.63672584824546,172451,68983,2.109971825576695,289,1096881
69,40,9,4110,418,263,6.508792305031395,10.648367507125784,195644,85502,2.4950282517318207,595,1103632
63,58,5,4172,243,170,10.4731167256578,27.24685360994242,174113,70949,1.9897050702343415,349,1097844
64,28,20,4560,577,405,7.622629645753217,3.041431917790457,860583,38643,4.767949147986035,1874,1670853
69,11,0,4107,601,487,8.233189377414922,3.533621245170156,783608,31955,4.749784066122383,2432,1735234
69,11,0,4031,597,482,8.253193282093507,3.493613435812986,790068,31117,4.779789923140261,2497,1738538
61,118,121,4663,530,421,7.4,5.782845261145246,497686,344812,2.639958414008358,784,1024352
67,14,2,5610,642,521,5.891944995625134,2.9494106178908432,521391,281916,4.41036344652316,1427,1037016
70,230,245,3863,627,502,3.83541895209957,1.6665235907277287,532417,320446,3.255630500094999,274,1007983
64,12,1,3677,327,154,9.026249375912405,27.516589433974776,283285,34248,1.2339773294625085,328,1088027
65,14,0,3496,326,140,8.85168564631765,27.512734743162753,281015,33315,1.6752809410529415,742,1087571
65,10,0,3433,363,151,7.282935843299132,23.41655470194773,275156,27786,1.4138226405498553,177,1085083
60,51,27,5054,472,325,10.722622765601443,22.717317369309615,583858,100494,2.187988026982212,272,1097748
64,65,39,4237,565,338,15.530125013487055,11.962200639793688,466060,143225,1.789347040006068,376,1045488
69,74,37,2927,310,179,9.18996457013276,14.43026375567834,524979,102345,3.0949429185472255,309,1065993
65,67,39,6959,999,291,4.0432877388830795,6.304892174619772,2172300,169309,5.982935304771863,318,1326740
70,68,0,3707,374,206,2.1760699539053254,4.414131992144274,1950798,41693,2.2212176199443094,265,1062491
63,20,0,6076,526,322,8.556658199963923,13.549497199886613,1330014,50611,3.3606365333402053,248,1149208
67,31,29,4430,313,211,2.837078041301183,8.842491340311026,233053,182775,5.373748556718504,1563,1587520
66,33,8,5990,210,105,6.235434726103142,18.262238178785925,270406,169052,5.498921090822455,437,1553529
67,27,25,4361,308,203,2.7355142153522354,8.676295988758204,232246,184677,5.3460493314597,1496,1589317
103,15,7,4279,486,312,4.890372274810876,6.0389337140282295,363009,93684,1.2248545973674858,2137,995351
70,13,3,4953,437,340,5.455468858999493,5.219330761345067,354894,107139,1.7180690488272128,2017,1002529
68,30,27,4144,454,283,6.709110894715026,8.350357439098774,363855,89390,1.4626947725599608,2190,1006422
68,21,15,4324,581,294,3.026405605462579,4.182332125087066,383803,62619,1.0629296590645256,177,986424
68,14,6,4510,609,421,6.451987465549182,3.6836077072215163,395640,53483,1.2140582705389344,204,993222
68,36,33,4143,538,223,3.2760760379862752,6.322566461981144,378297,65198,1.2031607318771242,362,993151
68,353,2,5313,434,351,7.431342773806113,9.515991908166187,265663,61003,7.121002022958453,2192,1370114
64,22,6,7917,446,354,6.305738220359705,9.133605583765,230324,73977,5.149179755155882,2837,1338997
68,79,5,6507,396,309,5.4351368143561585,11.22702558769472,238266,62618,6.693243603076319,681,1326941
67,29,0,3429,389,180,8.132032489233527,20.316140299166005,400264,68665,2.1000052233494415,681,1107467
62,35,3,5110,481,230,7.90801321219244,16.743804819354786,400738,61447,1.2342414233187546,744,1105891
56,31,0,5558,628,387,9.863799611368542,12.395699417052814,393460,90386,3.3030538717516187,199,1099950
68,8,0,4292,566,528,8.0,2.376375182621971,411338,130585,3.6645627739329556,608,1754036
105,8,0,4292,558,511,8.017460206357436,2.2,414865,129822,3.497001146430201,436,1752630
64,18,3,4911,713,717,10.28999681510112,6.452851228044936,391935,66745,3.072857597842697,2160,1739112
66,39,0,3770,309,137,10.772928577305702,30.258790003611168,680660,56635,3.2615858578509425,238,1078502
66,24,0,5053,448,292,7.449676877919399,12.167976116885733,661873,60437,2.3262335583547977,176,1025860
66,32,0,4772,387,225,8.945620974497158,22.404547132640005,631375,52838,2.1045810836649013,150,1072286
105,10,0,4414,603,519,9.974827979396949,3.590833413168811,289640,19821,1.4911366124637142,182,1016026
105,11,0,4533,632,540,9.177370433079798,2.595428081842523,270747,25166,1.1628567348687695,574,1019100
69,17,11,4052,521,427,9.215203968982207,8.17085235390228,290103,22530,1.5,200,1019511
67,18,10,4607,412,323,6.862522451108176,15.072232200492524,210131,166858,1.2951451253078268,181,1096097
67,16,9,4304,378,261,6.3788630535727435,14.857272468254553,224274,167032,1.1607952926590956,211,1099675
59,20,6,4065,340,192,6.942186957133504,17.9257796693005,249452,161697,1.3359373403333838,228,1102980
67,11,3,4029,167,100,2.0303014462454327,6.234867572742534,403917,34037,5.678794215018268,162,1293791
68,68,2,4947,236,162,3.0218336467565172,4.925247601830384,326782,20844,5.3228632183686315,502,1321844
67,11,3,4815,197,125,2.179572486283107,4.436151540288561,344549,16401,5.081710054867572,163,1309958
68,12,1,5305,582,500,8.367197508131945,3.031988925030867,450346,26941,4.7235512486231155,289,1693805
68,11,0,5318,582,501,8.346742205462919,2.9410764687240873,450885,27021,4.688196404503812,288,1695181
105,8,0,4235,557,511,8.00926819865485,2.2,412829,134971,3.451489992526937,444,1754961
64,25,14,4869,757,729,5.391326762025634,10.123369718857221,780449,751033,1.3090948939546927,266,1064762
67,53,69,3447,455,419,2.2635830383211752,1.0046254425182375,825871,839295,1.886319198600979,1544,999327
68,18,10,4809,832,760,3.040606502739314,1.9864644990868954,814227,769195,1.736242601095726,433,1078924
66,58,61,6182,1337,1296,4.745723187242992,3.533399580428841,1167945,1063353,1.0,893,1059335
66,24,11,6593,1374,1337,5.29636481842235,2.4112058763797695,1082965,1051473,1.0,898,1057655
66,59,61,6171,1329,1291,4.784144826204628,3.664286982155312,1180012,1068938,1.053309640674886,867,1058600
68,22,8,6397,326,179,3.111318208709488,9.765371193128585,339068,106990,2.7160215717388034,232,1388508
68,213,5,5745,383,269,5.45473228735278,9.48279735412378,304909,83856,4.957124432811391,1351,1383300
68,16,6,5095,521,606,7.925321088254465,4.376603533990952,404743,81280,5.392028569062426,304,1430839
68,17,9,3371,336,185,7.768331101047533,20.17000191338783,168744,29675,1.3270837319557978,118,1112607
65,21,13,3266,298,141,7.403717735349359,21.090557660302405,175500,32285,1.5,165,1112004
105,20,12,3107,297,133,6.849600499579351,20.96031960033652,178929,30343,1.5644806494531565,180,1114209
68,30,40,2440,174,107,1.3778736965385254,1.3778736965385254,1056023,170733,1.533405272403894,109,981790
68,18,21,2727,204,120,1.7245877724228806,1.7245877724228806,1042734,205347,1.7934408293171604,123,983011
68,13,13,2850,217,126,1.8729545659427744,1.8729545659427744,1037048,220159,1.9047159244570808,129,983533
65,539,0,4314,193,138,2.485812869869377,2.803805565939771,378703,36066,7.005363304366836,135,1319150
64,456,2,4567,227,148,2.775346180378161,3.6134346870210354,386964,50047,6.924930763924368,131,1319290
105,383,0,4466,192,133,2.33758868688373,3.0961699392743465,364206,28234,6.3758868688373,133,1317512
65,12,0,3945,186,90,10.00901310416207,33.921848287430585,213126,37121,1.0,219,1032836
69,38,44,2820,239,114,6.826141866763162,24.395926221885652,287676,30763,1.4899045064907366,254,1031356
69,10,0,3394,281,226,8.912754832051567,19.193126149344305,229650,38339,1.429361073614925,192,1031454
61,18,8,4063,626,533,6.229655449141058,5.03583252138468,572849,418030,1.9398803724176288,647,1098188
65,18,5,5271,725,640,10.347062347187059,18.472561939685885,596234,393550,4.3247576915230885,480,1029989
67,25,20,4015,587,502,5.271780195719708,3.4584544939454593,558945,427829,1.6061591295409055,619,1099374
65,21,0,3086,203,127,10.149023463222335,30.172558658055838,256762,53965,2.1898046926444668,191,1081881
65,36,0,2760,203,129,11.606101550878414,33.815253877196035,259914,48826,2.4812203101756825,251,1088769
65,44,0,2571,203,130,12.455149312066672,35.93787328016668,261751,45831,2.6510298624133344,285,1092782
105,12,9,3778,954,252,1.902344710691763,1.4486140042604931,742448,87777,2.259488329782922,168,1130754
62,31,6,5927,781,497,8.339762374245028,5.391667831802591,736330,61571,2.5608933223400387,381,1085213
62,16,9,4055,952,281,2.58120252911485,2.079413484791624,746211,84125,2.3444061101170997,198,1124098
68,24,1,5279,566,347,7.624637460835407,11.921945891407102,265769,69447,2.65219458914071,234,1080498
68,17,0,6755,826,616,9.311610916811956,2.5872382925305106,272075,51952,1.3433556332752175,325,1069316
68,21,1,5469,671,454,7.9516431541500845,8.007088999611659,264304,65582,2.2607088999611658,269,1076076
105,10,0,4116,524,435,8.735529609339945,9.94440177547824,256159,26247,1.0,632,1023745
69,12,0,4268,488,426,9.086965752999724,3.861741680951069,232480,46455,1.5846966723804274,358,1026813
105,11,0,4572,642,546,8.801063832921786,2.410359262092682,261684,27620,1.0086327184105683,752,1020656
70,69,81,4715,454,279,2.755931907598117,1.7926356508536796,622596,129590,7.150438146357388,825,1307473
105,16,11,3912,928,254,2.197845056956112,1.931896704637408,752873,88086,3.408118134661267,444,1161404
64,41,24,5502,586,352,6.719317355270067,4.565100866211827,802757,79543,8.737350532825278,1699,1368856
66,37,0,4589,293,146,10.174251742591384,28.587500822336967,640318,86313,3.568569899490264,143,1098407
66,21,0,4822,455,308,8.720171525824084,13.569405148396834,660913,80897,2.5695834910241797,205,1108216
66,33,0,4653,337,190,9.775768659129307,24.47187019696147,645962,84829,3.29480289558502,160,1101095
68,36,27,2983,263,136,6.124496971239104,16.804777797987505,167633,33868,1.6576459257095093,252,1035650
68,75,63,3117,245,136,6.020722037307308,8.289771376952258,181425,28457,2.1492114022285422,174,1038012
68,8,2,2974,288,138,6.465929060041252,22.390579237405465,156670,37773,1.2833794337474218,320,1036099
68,28,0,3981,283,152,8.186918830841472,20.089451762616722,211532,32864,2.7078764688472683,1249,1108912
68,23,0,4005,335,226,9.478705271748002,19.720369922357715,215656,30794,2.400308268631428,883,1108719
67,39,0,3096,188,88,10.412981014471518,30.19080976121463,215386,27771,2.3388857033285557,626,1107084
65,30,0,4470,220,114,9.57325477854788,24.676036544303845,318601,31545,3.04245642471919,285,1089260
69,38,0,4567,280,149,7.639571854557653,19.555410457482285,322904,39918,3.56186662581651,176,1092048
68,28,0,4472,271,137,6.803961628959933,17.25735471853103,318494,45821,3.462357865152791,148,1096490
66,10,0,2892,276,235,8.87239569554669,17.705533166363214,345735,78034,1.0378670883388077,151,1099803
69,21,1,3336,296,218,7.63666107879312,17.026385969665387,338057,69856,1.8456648825494675,145,1099621
68,39,0,3159,182,126,11.105884632618409,31.44836883537419,350146,59256,1.0,265,1097398
106,29,20,3410,398,286,6.7219094141449025,7.33693231684521,351770,232344,2.2,1168,1013225
106,27,17,3109,386,286,6.780281836043386,7.210970774853747,344346,251102,2.2,313,1004805
69,27,17,3809,345,295,6.420650963070201,6.266627407675502,398026,267655,2.0153254815351005,122,1004604
66,29,15,4373,290,178,10.653936084760234,21.677900754794543,164716,43874,1.5243439858732943,422,1097439
68,63,6,3647,225,129,7.777786149082366,22.64465372705915,149824,38851,1.8889307454118303,392,1086663
68,35,19,4441,489,186,10.869563404834931,12.456528083077743,141262,37289,1.0407614359890842,507,1073537
71,30,27,6484,781,451,3.392672024976741,1.9828174511395356,366721,217366,6.327605817046512,246,1572478
62,16,10,7030,784,368,1.8158182276435837,2.219874183449631,369976,215586,6.404461551386652,220,1587559
62,59,22,7893,720,422,7.1737677003047065,8.95165685422899,435973,164257,7.915678069316712,255,1593503
69,38,10,5589,369,236,6.129324544140052,8.604739583655258,571418,95790,3.536611328064639,1371,1587805
69,10,0,3743,581,463,8.328029521083405,3.343940957833192,814236,27982,4.892044281625107,2739,1750897
65,26,15,5359,634,489,7.556872982982276,3.666966651806556,760298,46845,4.4,1253,1649482
71,45,55,4481,214,188,7.3058529407392525,9.528836044681606,40173,123686,2.9368897055544396,165,1009095
68,66,73,4155,216,180,7.585400701500746,10.885503556719788,61383,134341,2.9337624740675436,191,1021575
68,53,69,6731,877,534,4.471033365422386,2.9008574723939917,63521,156176,2.5378944641829633,472,1005727
64,16,5,6057,675,573,7.808913224726246,3.757215060343407,226745,89974,2.285587694545834,3117,1004894
64,56,46,4128,412,318,8.47176567086866,16.826046621941355,261441,85199,2.040086788567163,555,985896
68,37,27,4584,529,412,7.811889392513171,11.201110572474821,281596,97233,1.9027708091788824,199,996474
69,7,3,3621,401,335,2.767193614463516,0.9038136856314309,518445,706127,1.6961863143685691,124,1013726
67,5,0,3763,382,331,4.166153007349254,5.556520142647363,545972,643719,3.067353944242371,152,1004641
69,23,3,5101,363,333,2.3985406814683508,1.3332636364812265,437951,751798,4.266109091849813,356,1006733
68,6,0,6343,1240,1157,5.289726548904417,1.4494251635864663,1009272,875324,2.1235629089661656,909,1093964
68,6,1,6213,1166,1043,4.142276086655969,1.5412977152433582,880087,773791,2.0825954304867165,642,1109855
67,21,24,5178,957,855,3.2155902632262703,0.9348083079712843,923778,863830,1.3259584601435783,1099,1040820
59,30,0,3856,317,243,10.2917680486755,26.457262979721808,310534,131015,2.344824991982129,128,1101574
59,40,0,4243,335,233,11.374085140377131,30.181568081297726,301060,132522,2.652032900107046,131,1099966
65,9,0,3174,294,270,8.026786287954463,18.525387136769073,331053,128371,1.7,125,1104481
64,44,16,5720,368,191,4.129292944259284,7.970222223868521,439656,108131,6.302222238685211,183,1316545
64,48,17,5488,334,177,3.7820416306854527,7.9320245793754,450861,97407,5.920245793753997,177,1316611
66,46,19,5671,302,199,4.401393830410722,9.293554084248107,465444,74151,6.151219601609382,512,1300469
66,53,6,3150,156,116,11.208763405272201,32.60439980517596,73250,39030,3.8496448145105813,273,1094463
69,60,29,2570,156,91,10.677340515311029,30.44504719303316,62875,39703,4.835820529525197,269,1094305
69,51,16,2492,143,83,10.463327294000496,29.281024062490502,66298,40511,3.4003659963447914,240,1092961
65,46,1,4007,265,194,10.861566735255092,30.85052070506275,174208,60991,2.021580491572942,161,1088388
65,7,1,3277,160,112,6.800417839955791,19.22363739125161,170918,66883,2.1478573836453037,213,1078691
65,23,1,3561,204,147,8.33778601659425,23.587696833325335,172296,64913,2.122734027391012,194,1082773
66,11,0,5775,746,677,4.3456723455937425,4.002189602128466,737384,531792,2.52172418844908,235,1053451
71,30,17,4765,353,327,0.9708480799112311,1.3416961598224622,722520,482196,4.781360599334233,218,975846
61,23,6,4419,408,320,3.4299312936866504,6.149661621673225,664899,436886,5.275502414250187,137,989331
71,28,16,3875,530,365,6.780526863392264,5.704467934381222,361011,191298,1.6584194098232063,2022,1021813
68,26,16,4507,487,209,9.65643125508759,10.012972043490201,397821,202345,5.095566452188242,2971,1038647
68,31,24,4116,434,272,7.0928110596412814,7.989061362874695,372200,194648,2.6668736354496354,2956,1032074
71,11,0,3213,475,395,9.492717458604103,4.254796035815253,272683,23586,1.8871670648841654,6284,1847048
71,10,0,3437,486,406,9.039182901452019,3.4391829014520194,303447,44217,1.8623130109497756,7012,1844805
71,18,8,2934,407,336,8.68616090346902,6.17036785426108,272666,39939,2.5424942659314222,4937,1832152
63,54,21,3841,437,265,10.369005949426045,7.978278914941663,498035,74849,3.7674183724124943,260,1037475
63,54,30,5093,671,491,11.079799905323386,7.165942965344701,462522,70447,2.5489144480170527,373,1033047
69,24,6,4906,469,300,6.931575564332507,6.482234727707818,517058,79352,2.8657877821662536,177,1006739
62,49,4,4848,287,212,10.263026120456537,30.646921852658267,224695,63427,3.305321724241539,186,1097210
65,45,6,3815,353,212,6.881154830849717,18.843464492549145,204108,78912,4.67783417431128,148,1098109
62,69,36,3842,277,171,9.778269511760774,26.699799129078137,216243,85977,3.3049431915933427,157,1102560
69,21,2,3781,533,431,6.802458914888452,2.59414298295895,466459,28741,1.12899850169942,646,960549
64,41,15,2906,333,198,4.650473106785582,4.852037848542847,488886,59311,1.6130094621357116,2071,961307
68,29,15,5585,447,266,6.0107695686511615,4.947508192294873,455324,69820,2.298723016133608,789,986329
106,17,7,3431,453,375,6.087254892934774,3.752461505098476,304920,96654,2.0,333,956195
71,12,2,3696,455,383,5.641979132701378,2.0,313130,99968,2.069134129443147,339,958762
71,15,2,5429,414,362,4.753981748392321,2.0,334781,110669,2.4576329850783596,247,990414
106,77,79,4494,329,204,1.480016564094095,2.930373030724586,534202,116858,5.45140964103532,236,1304102
66,54,52,5601,377,246,3.8042122468264594,6.3741913084563695,489222,110570,6.731533629606902,552,1293298
106,82,101,4467,380,236,1.1226227861751126,1.0463972585516654,549254,140995,5.859859672942728,268,1299142
69,30,3,4028,353,192,7.536529482460469,11.601644358431248,906847,45220,3.4939828413931147,161,1090835
68,24,4,5360,440,275,5.805629370602091,6.545761058346047,873894,29329,2.8728555468168153,193,1078167
63,31,5,6075,689,483,8.527644077583618,5.542462284172783,761968,51598,2.6406852468933835,368,1078242
71,6,0,2488,182,654,7.053548578775334,4.282193126694265,193946,127771,3.9571611369797326,353,1808081
71,12,3,3090,437,381,7.784609517657473,3.465419083762348,246502,33311,3.3615428617568957,786,1763373
61,13,6,3369,447,376,9.279392353696073,3.904439647282808,233194,23480,3.540037834869388,789,1761574
108,57,65,3964,456,376,5.583864040784544,3.445803219032787,190481,57892,1.6922576027189697,227,981684
108,63,58,3691,451,367,7.177269953923952,4.189392645164511,196005,50356,1.7984846635949303,212,978436
68,50,64,4217,459,384,4.695892067881862,3.2029123051540127,187553,65019,1.6619865084852328,249,987441
68,12,8,5887,197,192,3.777724833254146,9.123539148271329,88593,337437,3.6,979,1378487
59,14,11,5969,206,189,3.8276113865294885,9.518278406100476,86028,344642,3.7590297897149263,959,1377483
69,12,6,6048,343,321,5.51441798595657,6.719814819660803,180236,309247,3.727627865730438,520,1374390
69,17,5,2886,208,98,7.860951384906398,17.39012814303914,131079,31151,1.0,249,1061291
66,26,22,3203,163,99,9.624296117559915,27.097210399439238,114076,40162,1.8243155644596007,178,1069053
69,26,21,2999,169,108,7.253728133266308,19.972870663205097,125136,34214,1.2734728995337912,229,1067738
66,17,8,5512,616,486,8.544846880205641,3.6872265717957897,405906,46014,1.6024671886154946,263,1007193
69,18,4,4761,412,297,4.686878302239386,3.4474762697812613,395396,33456,1.4605638606603037,230,1013057
66,35,22,5176,562,447,10.24872864851281,6.729872586630016,399703,61203,1.967584710395602,393,1008316
67,7,1,6330,1201,1080,5.0,3.1736631530661383,1410817,1134181,1.8129289451553134,1761,1073238
66,11,4,4205,622,391,5.013421385699914,5.877886743202059,1522804,1028076,3.0523647573009436,3432,1041822
69,11,4,4259,635,420,5.0,5.78294910517226,1485861,1008787,2.968305058429033,3298,1044536
67,18,2,2957,225,127,11.991873920868143,34.373036191971565,88457,33780,1.9981531638336687,566,1086765
